Tweet_count,Username,Text,Created At,Retweets,Likes,Hashtags,Image URL,Category
291,Richard K.,"SIGNEZ CETTE PÉTITION POUR SAUVER VOTRE SANTÉ…

NON au cadmium cancérigène importé du Maroc dans notre pain !

Ce 26 janvier, Zone Interdite a révélé la présence d’un métal lourd hautement cancérigène dans votre alimentation quotidienne1.

L’enquête tire la sonnette d’alarme sur https://t.co/152BRXwEgP",Fri Feb 21 10:44:45 +0000 2025,23,36,,https://pbs.twimg.com/media/GkTjxJVWwAAVYSi.jpg,mix
292,🅻🅴 🅲🅾🅻🅻🅴🅲🆃🅸🅵,"Rappel ! Moins d’un mois après son élection présidentielle aux usa 🇺🇸

Création de la Commission présidentielle Make America Health Again - Lire le décret exécutif : https://t.co/aXa3p5xZbq

Maintenir l'éducation accessible et mettre fin à l'obligation de vaccination contre les https://t.co/0WPxhOFxTY",Tue Feb 18 19:21:08 +0000 2025,23,47,,https://pbs.twimg.com/media/GkF9MN-XMAEtoH2.jpg,mix
293,Victor Ferry Business & News PhD,"La proposition d'une sécurité sociale alimentaire en France est plus qu'une simple politique de santé publique, c'est un glissement inquiétant vers une gestion étatique de notre alimentation. Avec ce système, l'État déciderait qui produit quoi, sous quelles conditions, et ce que",Wed Feb 19 07:12:21 +0000 2025,14,81,,N/A,mix
294,BFMTV,"Au petit-déjeuner, ces habitudes des jeunes qui les différencient des plus âgés
https://t.co/OWhXVvqMPB https://t.co/kNhLxUIR7R",Fri Feb 21 11:41:28 +0000 2025,2,4,,https://pbs.twimg.com/media/GkTwwOeXoAAl0A_.jpg,mix
295,Mathieu Slama,Comment être contre la sécu de l’alimentation ? Tout ce qui est indispensable à la vie doit être un droit fondamental garanti par l’État. À commencer par le fait de se nourrir.,Tue Feb 18 11:57:32 +0000 2025,10,44,,N/A,mix
296,⚜ Eric Archambault ⚜,"Robert F Kennedy Jr  29/07/2024

Les huiles de graines sont l’un des ingrédients les plus malsains que nous ayons dans notre alimentation.

▪️Les huiles de graines, la raison pour laquelle elles sont dans les aliments, c’est parce qu’elles sont fortement subventionnées. 

▪️Elles https://t.co/x5AW8Bctwd",Mon Feb 17 21:51:20 +0000 2025,66,125,,N/A,mix
297,Sick Sad World,Des hommes voient ça et se préoccupent de la sexualité d’un autre homme,Tue Feb 18 20:53:00 +0000 2025,1,10,,N/A,mix
298,Le Parisien,"Une Sécurité sociale de l’alimentation : à Montpellier, ça marche !
➡️ https://t.co/z1axswrHfb https://t.co/5l2e3I06XT",Wed Feb 19 15:09:18 +0000 2025,10,52,,https://pbs.twimg.com/media/GkKNJG1WgAETVMt.jpg,mix
299,David Cayla,"En fin de compte, il est utile de débattre enfin de ce projet qui existe dans les sphères militantes depuis des années sans avoir jamais passé le filtre d'une véritable critique argumentée. 25/
https://t.co/8bW9T3ywgl",Wed Feb 19 11:33:55 +0000 2025,1,10,,N/A,mix
300,Nabil . T,"Les gars je vais mettre mes réseaux où je met le plus de contenu autour du sport, prepa physique / musculation / sport de colbat / nutrition.
Vous aurez tout en commentaire ⬇️⬇️ https://t.co/vupkgOeGb9",Wed Feb 19 13:15:30 +0000 2025,11,23,,https://pbs.twimg.com/media/GkJzFjtWQAAkmMI.jpg,healthy
301,Guillaume Limousin,"Contrairement à vos fakes dangereuses pour la santé sur les pesticides dans l'alimentation, là c'est une vraie alerte connue de longue date. Mais les fleuristes s'en foutent! Pourquoi les fleuristes ne se protègent pas alors qu'ils savent bien que leurs fleurs sont  pesticidées?",Fri Feb 14 20:03:38 +0000 2025,15,54,,N/A,mix
302,1984,"Aujourd'hui l'Europe autorise la farine d'insectes dans l'alimentation...
Posez-vous les bonnes questions.. https://t.co/90N8flxusS",Tue Feb 18 15:31:23 +0000 2025,33,46,,https://pbs.twimg.com/media/GkFImsoWYAAdHXY.jpg,mix
303,Gourmand Amélie,"@BPartisans En Europe notre alimentation ns rend osi malade. Il fo arrêter l'élevage, agriculture intensive sans l respect d l'animal et d l'écosystème environnemental. Et maintenant, ils veulent ns faire manger des insectes ss notre consentement. 1 alimentation saine coûte chère désormais.",Sun Feb 16 04:54:27 +0000 2025,3,16,,N/A,healthy
304,BFMTV,"🛒 150 euros tous les mois pour faire ses courses

C'est l'idée derrière la ""sécurité sociale de l'alimentation""

➡ Une proposition de loi qui vise à soutenir les expérimentations locales va être examinée ce jeudi à l'Assemblée nationale 

Les explications de @CharlottMeritan https://t.co/Fxzx5UAhdt",Mon Feb 17 09:25:12 +0000 2025,141,434,,N/A,mix
305,👩🏻‍🦰,"Je fais du sport 6j/7, j’ai une bonne alimentation et pourtant j’ai du bidon. Après, ça se perd avec le temps. Par contre toi tu seras une bouffonne toute ta vie…",Sun Feb 16 03:24:56 +0000 2025,1,20,,N/A,healthy
306,EricosX ⚓️🇫🇷🏴‍☠️,"𝐋𝐄𝐒 𝐆𝐄𝐍𝐒 𝐌𝐄𝐔𝐑𝐄𝐍𝐓 𝐄𝐍 𝐒𝐈𝐋𝐄𝐍𝐂𝐄…

❌On apprend aussi qu’à TIGA, il n'y a plus de dispensaire, pas pour cause de médecins, mais parce que la province des îles n’a pas pu payer ENGIE pour l’alimentation en électricité par groupe électrogène du bâtiment…",Mon Feb 17 04:11:34 +0000 2025,4,11,,N/A,mix
307,Atangana,"@TiboInShape Même si il est mit ""collagène articulations"" il faut rappeler que c'est interdit de dire que le collagène est bon pour les articulations car les preuves ne sont pas suffisante (malgré le nombres de fois où ils ont essayer de le prouver) 
https://t.co/pqFppnmoEC",Mon Feb 17 13:49:47 +0000 2025,1,12,,N/A,mix
308,Watt The Duck,"Je reviens du futur, finalement ça marche très bien cette sécurité sociale de l’alimentation.  

Bon, le seul problème, c’est qu’il faut prendre rendez-vous 6 mois à l’avance pour avoir des haricots verts. https://t.co/XoW8z97uvy",Fri Feb 21 06:07:20 +0000 2025,99,657,,https://pbs.twimg.com/media/GkSkRjrXcAAfAxZ.jpg,mix
309,Manu.THQR_17,"DERNIÈRES NOUVELLES :
✨️🇺🇸🦅
 Le gouvernement américain envisage d'interdire 
l'achat de « malbouffe » 

à l'aide de bons d'alimentation, suite à la confirmation du secrétaire à la Santé RFK Jr.

#WatcherGuru

MAHA ! C'est parti ! 💥💪🏼💥👀 https://t.co/WNoaP4ATsS",Sun Feb 16 18:36:50 +0000 2025,10,27,WatcherGuru,https://pbs.twimg.com/media/Gj7f35tWgAAHAj3.jpg,unhealthy
310,Michaël Sadoun,"C’est incroyable. Au lieu de baisser simplement les cotisations sociales pour rendre du pouvoir d’achat aux Français, on préfère augmenter les prélèvements obligatoires pour créer une « sécu de l’alimentation ».",Tue Feb 18 05:03:16 +0000 2025,46,103,,N/A,mix
311,BFMTV,"Ce morbier vendu chez Leclerc rappelé partout en France à cause de la bactérie E.Coli
https://t.co/NdkzBLbrLR https://t.co/0itYShuJHj",Wed Feb 19 11:13:10 +0000 2025,11,5,,https://pbs.twimg.com/media/GkJXGJGWAAAYs-G.jpg,mix
312,Kalkabal III,"@nllia_a Remettez vous en question. Un beau visage ne fait pas tout. Moi je regarde en premier les mollets qui doivent être saillants et musclés, poitrine bonnet A ou B, elle doit faire minimum 1m72 pour moins de 55 kilos. L'alimentation est aussi importante: pas de kebab, tacos ou KFC",Sun Feb 16 08:42:45 +0000 2025,3,24,,N/A,mix
313,vegeta100lacalvitie,@shiiinsen @kogu55555 enfin en vrai c’est healthy tout court hein,Sun Feb 16 13:47:11 +0000 2025,0,21,,N/A,healthy
314,Ariane Bilheran Officiel,"Chers amis des animaux, voici des nouvelles... !

Beaucoup de stérilisations ces dernières semaines, alimentation des animaux de rue en plus des animaux des refuges... et une énorme frayeur, le chien Sol, un de nos protégés au refuge, ayant été perdu hier, a été retrouvé ce https://t.co/zoGY7Mw3Pf",Wed Feb 19 16:21:09 +0000 2025,2,21,,https://pbs.twimg.com/media/GkKdR2KWgAEfPGJ.jpg,mix
315,Rutshuru 25,"❤️❤️❤️#Makanika is safe and healthy

On se bat chez-nous et pr notre Patrie. Vs ne saurez pas nous vaincre car notre guerre est Sainte https://t.co/ks3qkjrUOh",Thu Feb 20 06:51:45 +0000 2025,5,44,Makanika,https://pbs.twimg.com/media/GkNk1nWXEAANRYG.jpg,healthy
316,Joëlle Dago-Serry,"Arrêter de charger les salaires : NON
Subventionner l’alimentation : OH YEAH

Des malades je vous dis 🤦‍♀️",Mon Feb 17 19:51:02 +0000 2025,5,34,,N/A,mix
317,Super Connasse au Carré de la Tangente,"@Trump_Fact_News Bonjour,
Après ces révélations nous ne pourrons plus affirmer que le mode de nutrition aux États-Unis est mauvais pour la santé.",Thu Feb 20 02:45:50 +0000 2025,3,37,,N/A,healthy
318,Thenaar,@kineblog @kadjpoint @Jean_Du_Pont_ Ça va pas vous plaire mais les normes européennes sont pour beaucoup sur la qualité de notre alimentation,Tue Feb 18 21:18:42 +0000 2025,0,19,,N/A,mix
319,Dan I Time's up !⏱️,"Cher père,

Ne sois jamais radin quand il s'agit d’investir en toi-même.

Prends soin de toi avec :

1️⃣ Des vêtements de qualité qui te vont bien.

2️⃣ Des livres qui t’élèvent

3️⃣ Une alimentation qui te renforce

4️⃣ Des entraînements qui te challengent

5️⃣ Des coachs qui te",Thu Feb 20 06:00:40 +0000 2025,1,18,,N/A,mix
320,Vertumne 🌞🐌🇪🇺,"""Que ton aliment soit ton médicament."" Hippocrate

Un thread sur les tempéraments et l'alimentation selon la médecine traditionnelle européenne 🧶 https://t.co/MtkZn50U65",Thu Feb 20 08:37:05 +0000 2025,18,121,,https://pbs.twimg.com/media/GkNulbJWkAAZOYm.jpg,mix
321,la bonne cité 🇨🇮,"@its_01vanessaX Ce n’est pas le sport qui donne le ventre plat, mais l’alimentation. Le sport y contribue tout simplement. On peut ne pas pratiquer de sport et avoir un ventre plat sans difficulté, cependant on peut pratiquer le sport tout en ayant un bidon.",Sun Feb 16 07:55:37 +0000 2025,0,81,,N/A,healthy
322,.🤍.,"@yazkyhagal Alimentation anti inflammatoire, dormir au moins 8h par nuit et une bonne skincare",Sun Feb 16 19:04:03 +0000 2025,0,15,,N/A,mix
323,Vérité Diffusée,"🟥🟨 DOSSIER GOUVERNEMENT/ALIMENTATION : HAUSSE DE LA TAXE SUR LES SODAS

Est-il nécessaire de rappeler les effets néfastes des sodas sur notre santé.
Ils sont en grande partie responsables de l'augmentation mondiale de l'obésité.
Ainsi vous allez payer plus cher des produits qui https://t.co/H17srk81rC",Sat Feb 15 16:46:24 +0000 2025,16,23,,N/A,unhealthy
324,Bary Lassana,"Je vous raconte un truc à mourir de rire... 😂

J'ai un ami #Niger-ien 🇳🇪, un grand expert en communication, qui s'est pris un congé sabbatique de plusieurs mois. Il a décidé de faire temporairement autre chose en s'ouvrant une alimentation. 

Le mec est le gérant de sa boutique.",Tue Feb 18 12:10:35 +0000 2025,9,68,Niger,N/A,mix
325,Agent 033090,"@aragon_jb peut on trouver une traduction ?...
 même si mon résumé à moi c'est que l'Uk grenier de l'alimentation racheté par  BR &amp; co .... c'est la main mise sur le devenir alimentaire des peuples",Sun Feb 16 19:56:09 +0000 2025,2,9,,N/A,mix
326,Dirk,@alainmaron Vous avez tellement fait  augmenter le prix des factures (énergie/alimentation/…) que de plus en plus de Bruxellois ne savent plus se permettre une voiture.,Tue Feb 18 14:09:16 +0000 2025,0,11,,N/A,mix
327,Papa chasseur,"Ultra-libéralisme : Se dit d'un pays qui envisagerait de faire prélever (en plus du reste) de l'argent aux actifs pour le reverser sous forme de tickets de rationnement.

A noter : une conséquence de cette ""sécu de l'alimentation"" financée par des cotisations sociales serait https://t.co/rTLsn2PK3j",Mon Feb 17 11:18:28 +0000 2025,10,65,,N/A,mix
328,Kindwatcher,L’autorisation des insectes dans l’alimentation européenne repose sur des lacunes scientifiques et un manque de contrôle rigoureux.,Sun Feb 16 15:25:06 +0000 2025,2,2,,N/A,mix
329,𝐀𝐩𝐡𝐫𝐨𝐝𝐢𝐭𝐞✨,"On se rend pas compte mais avoir une bonne alimentation ça joue sur tout : aspect et performances physiques, qualité de la peau même sur le moral… c’est trop important",Wed Feb 19 15:52:57 +0000 2025,2,14,,N/A,mix
330,Alexandre Langlois,Pour le rationnement à 150€ par mois : https://t.co/IRSAdezpB6,Tue Feb 18 09:57:56 +0000 2025,6,11,,N/A,mix
331,David Cayla,"Pour ma part, je pense que la protection d'une agriculture vivrière devrait être un grand enjeu national. Il faut bien sûr lutter contre la grande pauvreté et le droit à l'alimentation. Mais ces problèmes nécessitent de vraies solutions. La SSA n'en est pas une. 28/",Wed Feb 19 11:33:57 +0000 2025,1,11,,N/A,mix
332,Lau,"@camille_moscow C'est faux, en 1985 déjà le professeur Seignalet expliquait dans un gros pavé de 500 pages pourquoi le gluten et les produits laitiers qui avaient été modifiés provoquaient des maladies qui cessaient par une alimentation hypotoxique.",Mon Feb 17 08:16:01 +0000 2025,2,10,,N/A,mix
333,moh 🇲🇦,Ptit dej de ce matin en mode healthy et tt https://t.co/aJlW0rmfPu,Wed Feb 19 05:15:06 +0000 2025,0,14,,https://pbs.twimg.com/media/GkIFIuuX0AAPC_l.jpg,healthy
334,Baptiste Bonhomme 🚩🇨🇵🇵🇸🇳🇨🇱🇧🇨🇺,Le but de la sécu de l'alimentation c'est précisément que ça ne soit pas sous contrôle étatique...,Tue Feb 18 23:21:07 +0000 2025,1,41,,N/A,mix
335,Guillaume Bensoussan,Sécu de l’alimentation is the new Ticket de rationnement,Tue Feb 18 00:53:34 +0000 2025,10,21,,N/A,mix
336,Mouss,"J’ai envi de triplé mon budget ads comme un animal 

Mais le sage en moi se rapelle qu’il faut faire zehma d’être un business healthy en croissance saine pour pas trigger ce ptn d’algorithme anti risques de Shopify payment",Sun Feb 16 04:52:11 +0000 2025,2,88,,N/A,healthy
337,VERITY France,Création de la Commission Make America Healthy Again du président - La Maison Blanche https://t.co/TTbfuoKDdq,Sat Feb 15 15:32:19 +0000 2025,15,39,,N/A,healthy
338,juste 🇨🇵🇪🇦,@stillgray 🤨 elle devrait aller consulter un médecin en nutrition et psychologique elle à vraiment ded problème de santé physique et mentale 😉,Mon Feb 17 16:22:12 +0000 2025,1,12,,N/A,healthy
339,Planetes360,"Dès demain, les larves arrivent dans votre alimentation, pain, fromage, pâtes, gâteaux, notamment ! Jusqu’à 4%.
https://t.co/nLUniCIQgY",Mon Feb 17 09:31:50 +0000 2025,4,6,,N/A,mix
340,Aurélie Gascon 🇺🇦,"Si on veut faire flamber les déficits et le prix de l’alimentation, c’est nickel comme idée.
Nos représentants politiques sont nuls. C’est à pleurer",Mon Feb 17 16:20:17 +0000 2025,5,20,,N/A,mix
341,Роза Федорова,"@o_d_e_c Montre-moi les études sur l'apport du savon dans l'hygiène, de l'eau dans l'hydratation et de la nourriture dans l'apport de nutriments",Tue Feb 18 09:29:06 +0000 2025,0,12,,N/A,mix
342,rasta rocket,"""Les tickets de rationnement, c'est où ? A la Kommandantur, idiot !!!""
150 euros par mois pour faire ses courses: à quoi pourrait ressembler une ""sécu"" de l'alimentation? https://t.co/LY38kHGT62 via @RMCCONSO",Mon Feb 17 13:33:27 +0000 2025,2,7,,N/A,mix
343,Galuska,Ça doit marcher avec l'alimentation aussi 😂 https://t.co/nJTekv3BCY,Mon Feb 17 15:47:20 +0000 2025,1,25,,https://pbs.twimg.com/media/GkAA5oEXcAAsURu.jpg,mix
344,Tibo InShape,"N’oubliez pas de prendre votre shaker de whey protein INSHAPE NUTRITION 🛒
https://t.co/pr7d5dUVdW https://t.co/zIg75lHgyU",Sat Feb 15 17:02:26 +0000 2025,1,51,,https://pbs.twimg.com/media/Gj2ArGsXAAAa225.jpg,healthy
345,La Libre,"Régime omnivore, végétarien ou végétalien... Comment notre alimentation influence la composition du microbiote intestinal https://t.co/qQGou0tyhB",Fri Feb 14 13:45:02 +0000 2025,2,0,,N/A,mix
346,Frédéric Boyer,"@BlackBondPtv L'Amérique me surprendra toujours.
Elle nous a envoyé alternativement le pire (Truman, Johnson, Bush junior) et le meilleur (Roosevelt, Eisenhower, J.F. Kennedy).

 R.F. Kennedy junior est porteur d'espoir pour ceux qui luttent pour une alimentation saine et une médecine intègre.",Sat Feb 15 21:07:58 +0000 2025,11,57,,N/A,healthy
347,BFMTV,"Vrai ou faux: les jus de fruits sont-ils bons ou mauvais pour la santé? 6 idées reçues décortiquées
https://t.co/PMCjqdv3k5",Mon Feb 17 13:48:41 +0000 2025,3,7,,N/A,mix
348,Dono,"On a un choix terrible à faire entre, la santé, un logement, l’éducation, la recherche et l’alimentation pour tous, ou 50 lois immigration et racisme, pendant que des proches meurent dans les couloirs des hôpitaux ou sans diagnostic pendant des mois ou années.",Tue Feb 18 21:02:56 +0000 2025,255,541,,N/A,mix
349,Marc Oreille,"Pour votre bien être et pour sauver la planète, le communisme néolibéral 2.0 vous propose. Un Pass santé pour boire votre café assis, accès aux centres villes sous conditions (ZFE), une puce sur vos poubelles, une carte vitale de l’alimentation, vidéo surveillance algorithmique👇",Tue Feb 18 09:22:07 +0000 2025,15,32,,N/A,mix
350,TheLightIsComing777,"@camille_moscow La situation est encore pire que ce simple fait. Ils ont breveté les graines, ils ont breveté nos fruits et légumes et nous ont privé de notre alimentation de base. La plupart des légumes commercialisés proviennent de graines brevetées et génétiquement modifiées 🆘",Mon Feb 17 09:27:17 +0000 2025,7,30,,N/A,mix
351,BFMTV,"Attention, ces haricots verts vendus chez Carrefour peuvent contenir du verre
https://t.co/7XbAnr83Wy https://t.co/REHPywE7F2",Mon Feb 17 16:07:24 +0000 2025,13,21,,https://pbs.twimg.com/media/GkAHQjYWoAAFNyh.jpg,mix
352,Sugar 🦾,"@kogu55555 C’est carrément healthy eh
Du bon gras en bonne quantité, si c’est bio c’est que du plus
Des minéraux et vitamines essentielles, c’est délicieux en plus de ça
Fin l’avocat quoi, juste hyper bon sur tous les points",Sun Feb 16 13:29:52 +0000 2025,5,1335,,N/A,healthy
353,ParisSG INFOS,"ℹ️En interne, on loue l’excellente condition physique de F. Ruiz et le staff se satisfait de pouvoir compter sur lui.

🏃Le joueur met l’accent sur sa récupération d’après match qu’il considère tout aussi précieuse que les séances ou qu’une alimentation équilibrée.

🗞Le Parisien https://t.co/Ur7VcBoDkl",Sun Feb 16 20:56:32 +0000 2025,19,124,,https://pbs.twimg.com/media/Gj7_1sjXAAASy89.jpg,mix
